node depth weight,time to finish weight,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3.2,1.8,99.11330049261083,0.9987192118226601,609.5477832512315,373.5192118226601,608.3113300492611,14.952709359605912,63462.85812807882,450.3812807881773
3.2,2.0,99.11330049261083,0.9987192118226601,608.3960591133005,373.5536945812808,606.6216748768472,14.751724137931035,63586.68571428571,449.0738916256158
3.4,0.2,99.11330049261083,0.9987192118226601,615.3231527093596,373.58916256157636,613.7832512315271,14.624630541871921,64227.51330049261,456.33891625615763
3.4,0.4,99.11330049261083,0.9987192118226601,616.6748768472906,373.64926108374385,615.2305418719212,15.001970443349753,64003.33201970443,445.56847290640394
3.4,0.6,99.11330049261083,0.9987192118226601,614.7881773399015,373.58128078817737,613.1566502463054,14.937931034482759,64135.45517241379,452.0206896551724
3.4,0.8,99.11330049261083,0.9987192118226601,626.1172413793104,373.5211822660099,624.5802955665025,14.908374384236453,65149.737931034484,446.0768472906404
3.4,1.0,99.11330049261083,0.9987192118226601,610.2413793103449,373.4413793103448,608.7467980295567,14.789162561576354,63574.74581280788,446.55960591133004
3.4,1.2,99.11330049261083,0.9987192118226601,608.7674876847291,373.43743842364535,607.4344827586207,15.160591133004926,63457.26108374384,442.6187192118227
3.4,1.4,99.11330049261083,0.9987192118226601,617.6600985221675,373.4699507389163,615.9596059113301,14.722167487684729,64376.15566502463,454.87487684729064
3.4,1.6,99.11330049261083,0.9987192118226601,607.8295566502463,373.46206896551723,605.8591133004926,14.960591133004925,63451.6157635468,450.1665024630542
3.4,1.8,99.11330049261083,0.9987192118226601,619.0945812807881,373.6,617.4384236453202,14.839408866995074,64358.52118226601,445.2866995073892
3.4,2.0,99.11330049261083,0.9987192118226601,622.2374384236454,373.6098522167488,620.8413793103448,15.089655172413794,64794.11231527093,448.335960591133
3.6,0.2,99.11330049261083,0.9987192118226601,606.4650246305418,373.41970443349754,604.9714285714285,14.875862068965517,63094.00591133005,450.3704433497537
3.6,0.4,99.11330049261083,0.9987192118226601,614.5093596059113,373.5064039408867,612.8147783251231,14.668965517241379,64030.169458128075,453.70344827586206
3.6,0.6,99.11330049261083,0.9987192118226601,618.3093596059114,373.584236453202,616.9625615763547,14.9871921182266,64447.63645320197,448.8709359605911
3.6,0.8,99.11330049261083,0.9987192118226601,610.048275862069,373.6019704433497,608.5842364532019,14.833497536945814,63652.37142857143,455.2768472906404
3.6,1.0,99.11330049261083,0.9987192118226601,609.6502463054187,373.4472906403941,608.2029556650247,14.61871921182266,63726.47290640394,447.54679802955667
3.6,1.2,99.11330049261083,0.9987192118226601,615.5261083743842,373.543842364532,613.8029556650247,14.931034482758621,64089.83251231527,442.4334975369458
3.6,1.4,99.11330049261083,0.9987192118226601,597.6591133004927,373.415763546798,596.0423645320197,14.786206896551723,62431.80295566502,445.335960591133
3.6,1.6,99.11330049261083,0.9987192118226601,617.4817733990147,373.4768472906404,615.7733990147783,14.758620689655173,64451.61280788177,460.98916256157634
3.6,1.8,99.11330049261083,0.9987192118226601,611.967487684729,373.66896551724136,610.1665024630541,14.888669950738917,63862.17733990148,449.9192118226601
3.6,2.0,99.11330049261083,0.9987192118226601,619.2541871921183,373.5211822660099,617.8009852216749,15.147783251231527,64762.133990147784,449.39310344827584
3.8,0.2,99.11330049261083,0.9987192118226601,613.9891625615763,373.3467980295566,612.5024630541872,14.862068965517242,63994.66009852217,453.5576354679803
3.8,0.4,99.11330049261083,0.9987192118226601,607.1014778325123,373.5152709359606,605.4413793103448,14.77832512315271,63424.47783251232,450.1911330049261
3.8,0.6,99.11330049261083,0.9987192118226601,596.6541871921182,373.44039408866996,595.1793103448276,14.716256157635469,62311.459113300494,450.1743842364532
3.8,0.8,99.11330049261083,0.9987192118226601,614.5399014778325,373.60295566502464,613.120197044335,14.971428571428572,64162.30541871921,445.5024630541872
3.8,1.0,99.11330049261083,0.9987192118226601,616.9931034482759,373.4955665024631,615.2935960591133,14.97832512315271,64499.50049261084,457.5064039408867
3.8,1.2,99.11330049261083,0.9987192118226601,613.8187192118227,373.5014778325123,612.087684729064,14.932019704433497,64146.10837438424,445.7733990147783
3.8,1.4,99.11330049261083,0.9987192118226601,617.0945812807881,373.58128078817737,615.6275862068966,14.741871921182266,64486.16650246306,446.9605911330049
3.8,1.6,99.11330049261083,0.9987192118226601,613.1339901477833,373.52019704433496,611.7034482758621,14.884729064039409,63931.97536945813,453.50541871921183
3.8,1.8,99.11330049261083,0.9987192118226601,606.3645320197045,373.38916256157637,604.7536945812808,14.551724137931034,63281.17339901478,455.92709359605914
